ddg.type	ddg.num	ddg.name	ddg.value	ddg.return.linked	ddg.auto.created	ddg.time	ddg.snum	ddg.lnum
Binding	2835	...  <-  newX[, i]		FALSE	FALSE	67.181	0	41
Binding	2836	...  <-  ...		FALSE	FALSE	67.226	0	41
Operation	2837	FUN	FUN	FALSE	FALSE	67.439	0	41
Operation	2838	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	67.462	0	41
Operation	2839	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	67.499	0	41
Finish	2840	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	67.539	0	41
Start	2841	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	67.554	0	41
Binding	2842	...  <-  newX[, i]		FALSE	FALSE	67.569	0	41
Binding	2843	...  <-  ...		FALSE	FALSE	67.609	0	41
Operation	2844	FUN	FUN	FALSE	FALSE	67.636	0	41
Operation	2845	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	67.659	0	41
Operation	2846	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	67.694	0	41
Finish	2847	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	67.733	0	41
Start	2848	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	67.747	0	41
Binding	2849	...  <-  newX[, i]		FALSE	FALSE	67.762	0	41
Binding	2850	...  <-  ...		FALSE	FALSE	67.806	0	41
Operation	2851	FUN	FUN	FALSE	FALSE	67.832	0	41
Operation	2852	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	67.856	0	41
Operation	2853	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	67.895	0	41
Finish	2854	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	67.929	0	41
Start	2855	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	67.943	0	41
Binding	2856	...  <-  newX[, i]		FALSE	FALSE	67.959	0	41
Binding	2857	...  <-  ...		FALSE	FALSE	67.995	0	41
Operation	2858	FUN	FUN	FALSE	FALSE	68.026	0	41
Operation	2859	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	68.227	0	41
Operation	2860	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	68.265	0	41
Finish	2861	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	68.304	0	41
Start	2862	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	68.318	0	41
Binding	2863	...  <-  newX[, i]		FALSE	FALSE	68.333	0	41
Binding	2864	...  <-  ...		FALSE	FALSE	68.371	0	41
Operation	2865	FUN	FUN	FALSE	FALSE	68.394	0	41
Operation	2866	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	68.418	0	41
Operation	2867	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	68.451	0	41
Finish	2868	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	68.489	0	41
Start	2869	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	68.503	0	41
Binding	2870	...  <-  newX[, i]		FALSE	FALSE	68.517	0	41
Binding	2871	...  <-  ...		FALSE	FALSE	68.557	0	41
Operation	2872	FUN	FUN	FALSE	FALSE	68.585	0	41
Operation	2873	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	68.608	0	41
Operation	2874	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	68.644	0	41
Finish	2875	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	68.684	0	41
Start	2876	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	68.697	0	41
Binding	2877	...  <-  newX[, i]		FALSE	FALSE	68.709	0	41
Binding	2878	...  <-  ...		FALSE	FALSE	68.749	0	41
Operation	2879	FUN	FUN	FALSE	FALSE	68.783	0	41
Operation	2880	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	69.005	0	41
Operation	2881	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	69.043	0	41
Finish	2882	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	69.08	0	41
Start	2883	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	69.095	0	41
Binding	2884	...  <-  newX[, i]		FALSE	FALSE	69.108	0	41
Binding	2885	...  <-  ...		FALSE	FALSE	69.149	0	41
Operation	2886	FUN	FUN	FALSE	FALSE	69.179	0	41
Operation	2887	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	69.206	0	41
Operation	2888	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	69.24	0	41
Finish	2889	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	69.278	0	41
Start	2890	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	69.294	0	41
Binding	2891	...  <-  newX[, i]		FALSE	FALSE	69.31	0	41
Binding	2892	...  <-  ...		FALSE	FALSE	69.352	0	41
Operation	2893	FUN	FUN	FALSE	FALSE	69.378	0	41
Operation	2894	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	69.406	0	41
Operation	2895	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	69.444	0	41
Finish	2896	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	69.482	0	41
Start	2897	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	69.498	0	41
Binding	2898	...  <-  newX[, i]		FALSE	FALSE	69.512	0	41
Binding	2899	...  <-  ...		FALSE	FALSE	69.555	0	41
Operation	2900	FUN	FUN	FALSE	FALSE	69.59	0	41
Operation	2901	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	69.806	0	41
Operation	2902	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	69.848	0	41
Finish	2903	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	69.885	0	41
Start	2904	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	69.901	0	41
Binding	2905	...  <-  newX[, i]		FALSE	FALSE	69.916	0	41
Binding	2906	...  <-  ...		FALSE	FALSE	69.958	0	41
Operation	2907	FUN	FUN	FALSE	FALSE	69.981	0	41
Operation	2908	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	70.005	0	41
Operation	2909	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	70.042	0	41
Finish	2910	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	70.079	0	41
Start	2911	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	70.091	0	41
Binding	2912	...  <-  newX[, i]		FALSE	FALSE	70.104	0	41
Binding	2913	...  <-  ...		FALSE	FALSE	70.146	0	41
Operation	2914	FUN	FUN	FALSE	FALSE	70.173	0	41
Operation	2915	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	70.2	0	41
Operation	2916	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	70.241	0	41
Finish	2917	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	70.287	0	41
Start	2918	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	70.302	0	41
Binding	2919	...  <-  newX[, i]		FALSE	FALSE	70.318	0	41
Binding	2920	...  <-  ...		FALSE	FALSE	70.36	0	41
Operation	2921	FUN	FUN	FALSE	FALSE	70.396	0	41
Operation	2922	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	70.61	0	41
Operation	2923	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	70.649	0	41
Finish	2924	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	70.686	0	41
Start	2925	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	70.699	0	41
Binding	2926	...  <-  newX[, i]		FALSE	FALSE	70.713	0	41
Binding	2927	...  <-  ...		FALSE	FALSE	70.752	0	41
Operation	2928	FUN	FUN	FALSE	FALSE	70.779	0	41
Operation	2929	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	70.807	0	41
Operation	2930	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	70.849	0	41
Finish	2931	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	70.885	0	41
Start	2932	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	70.898	0	41
Binding	2933	...  <-  newX[, i]		FALSE	FALSE	70.91	0	41
Binding	2934	...  <-  ...		FALSE	FALSE	70.952	0	41
Operation	2935	FUN	FUN	FALSE	FALSE	70.981	0	41
Operation	2936	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	71.008	0	41
Operation	2937	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	71.046	0	41
Finish	2938	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	71.085	0	41
Start	2939	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	71.099	0	41
Binding	2940	...  <-  newX[, i]		FALSE	FALSE	71.114	0	41
Binding	2941	...  <-  ...		FALSE	FALSE	71.15	0	41
Operation	2942	FUN	FUN	FALSE	FALSE	71.363	0	41
Operation	2943	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	71.389	0	41
Operation	2944	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	71.427	0	41
Finish	2945	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	71.466	0	41
Start	2946	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	71.481	0	41
Binding	2947	...  <-  newX[, i]		FALSE	FALSE	71.494	0	41
Binding	2948	...  <-  ...		FALSE	FALSE	71.531	0	41
Operation	2949	FUN	FUN	FALSE	FALSE	71.557	0	41
Operation	2950	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	71.582	0	41
Operation	2951	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	71.622	0	41
Finish	2952	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	71.661	0	41
Start	2953	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	71.676	0	41
Binding	2954	...  <-  newX[, i]		FALSE	FALSE	71.689	0	41
Binding	2955	...  <-  ...		FALSE	FALSE	71.735	0	41
Operation	2956	FUN	FUN	FALSE	FALSE	71.761	0	41
Operation	2957	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	71.791	0	41
Operation	2958	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	71.83	0	41
Finish	2959	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	71.866	0	41
Start	2960	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	71.879	0	41
Binding	2961	...  <-  newX[, i]		FALSE	FALSE	71.892	0	41
Binding	2962	...  <-  ...		FALSE	FALSE	71.932	0	41
Operation	2963	FUN	FUN	FALSE	FALSE	72.153	0	41
Operation	2964	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	72.177	0	41
Operation	2965	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	72.209	0	41
Finish	2966	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	72.244	0	41
Start	2967	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	72.261	0	41
Binding	2968	...  <-  newX[, i]		FALSE	FALSE	72.276	0	41
Binding	2969	...  <-  ...		FALSE	FALSE	72.319	0	41
Operation	2970	FUN	FUN	FALSE	FALSE	72.347	0	41
Operation	2971	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	72.371	0	41
Operation	2972	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	72.411	0	41
Finish	2973	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	72.45	0	41
Start	2974	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	72.464	0	41
Binding	2975	...  <-  newX[, i]		FALSE	FALSE	72.481	0	41
Binding	2976	...  <-  ...		FALSE	FALSE	72.524	0	41
Operation	2977	FUN	FUN	FALSE	FALSE	72.552	0	41
Operation	2978	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	72.58	0	41
Operation	2979	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	72.618	0	41
Finish	2980	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	72.655	0	41
Start	2981	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	72.668	0	41
Binding	2982	...  <-  newX[, i]		FALSE	FALSE	72.683	0	41
Binding	2983	...  <-  ...		FALSE	FALSE	72.905	0	41
Operation	2984	FUN	FUN	FALSE	FALSE	72.933	0	41
Operation	2985	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	72.957	0	41
Operation	2986	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	72.994	0	41
Finish	2987	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	73.027	0	41
Start	2988	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	73.04	0	41
Binding	2989	...  <-  newX[, i]		FALSE	FALSE	73.057	0	41
Binding	2990	...  <-  ...		FALSE	FALSE	73.097	0	41
Operation	2991	FUN	FUN	FALSE	FALSE	73.125	0	41
Operation	2992	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	73.154	0	41
Operation	2993	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	73.19	0	41
Finish	2994	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	73.23	0	41
Start	2995	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	73.246	0	41
Binding	2996	...  <-  newX[, i]		FALSE	FALSE	73.26	0	41
Binding	2997	...  <-  ...		FALSE	FALSE	73.302	0	41
Operation	2998	FUN	FUN	FALSE	FALSE	73.328	0	41
Operation	2999	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	73.356	0	41
Operation	3000	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	73.394	0	41
Finish	3001	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	73.432	0	41
Start	3002	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	73.45	0	41
Binding	3003	...  <-  newX[, i]		FALSE	FALSE	73.466	0	41
Binding	3004	...  <-  ...		FALSE	FALSE	73.701	0	41
Operation	3005	FUN	FUN	FALSE	FALSE	73.728	0	41
Operation	3006	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	73.752	0	41
Operation	3007	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	73.793	0	41
Finish	3008	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	73.83	0	41
Start	3009	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	73.842	0	41
Binding	3010	...  <-  newX[, i]		FALSE	FALSE	73.855	0	41
Binding	3011	...  <-  ...		FALSE	FALSE	73.895	0	41
Operation	3012	FUN	FUN	FALSE	FALSE	73.921	0	41
Operation	3013	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	73.946	0	41
Operation	3014	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	73.984	0	41
Finish	3015	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	74.028	0	41
Start	3016	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	74.042	0	41
Binding	3017	...  <-  newX[, i]		FALSE	FALSE	74.055	0	41
Binding	3018	...  <-  ...		FALSE	FALSE	74.094	0	41
Operation	3019	FUN	FUN	FALSE	FALSE	74.119	0	41
Operation	3020	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	74.143	0	41
Operation	3021	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	74.183	0	41
Finish	3022	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	74.222	0	41
Start	3023	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	74.24	0	41
Binding	3024	...  <-  newX[, i]		FALSE	FALSE	74.452	0	41
Binding	3025	...  <-  ...		FALSE	FALSE	74.49	0	41
Operation	3026	FUN	FUN	FALSE	FALSE	74.519	0	41
Operation	3027	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	74.546	0	41
Operation	3028	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	74.581	0	41
Finish	3029	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	74.617	0	41
Start	3030	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	74.633	0	41
Binding	3031	...  <-  newX[, i]		FALSE	FALSE	74.649	0	41
Binding	3032	...  <-  ...		FALSE	FALSE	74.684	0	41
Operation	3033	FUN	FUN	FALSE	FALSE	74.71	0	41
Operation	3034	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	74.739	0	41
Operation	3035	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	74.775	0	41
Finish	3036	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	74.815	0	41
Start	3037	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	74.829	0	41
Binding	3038	...  <-  newX[, i]		FALSE	FALSE	74.844	0	41
Binding	3039	...  <-  ...		FALSE	FALSE	74.886	0	41
Operation	3040	FUN	FUN	FALSE	FALSE	74.913	0	41
Operation	3041	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	74.94	0	41
Operation	3042	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	74.981	0	41
Finish	3043	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	75.026	0	41
Start	3044	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	75.243	0	41
Binding	3045	...  <-  newX[, i]		FALSE	FALSE	75.259	0	41
Binding	3046	...  <-  ...		FALSE	FALSE	75.3	0	41
Operation	3047	FUN	FUN	FALSE	FALSE	75.328	0	41
Operation	3048	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	75.354	0	41
Operation	3049	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	75.389	0	41
Finish	3050	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	75.427	0	41
Start	3051	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	75.442	0	41
Binding	3052	...  <-  newX[, i]		FALSE	FALSE	75.457	0	41
Binding	3053	...  <-  ...		FALSE	FALSE	75.497	0	41
Operation	3054	FUN	FUN	FALSE	FALSE	75.525	0	41
Operation	3055	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	75.553	0	41
Operation	3056	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	75.595	0	41
Finish	3057	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	75.636	0	41
Start	3058	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	75.649	0	41
Binding	3059	...  <-  newX[, i]		FALSE	FALSE	75.663	0	41
Binding	3060	...  <-  ...		FALSE	FALSE	75.7	0	41
Operation	3061	FUN	FUN	FALSE	FALSE	75.73	0	41
Operation	3062	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	75.755	0	41
Operation	3063	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	75.79	0	41
Finish	3064	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	76.014	0	41
Start	3065	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	76.028	0	41
Binding	3066	...  <-  newX[, i]		FALSE	FALSE	76.044	0	41
Binding	3067	...  <-  ...		FALSE	FALSE	76.085	0	41
Operation	3068	FUN	FUN	FALSE	FALSE	76.113	0	41
Operation	3069	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	76.138	0	41
Operation	3070	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	76.175	0	41
Finish	3071	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	76.209	0	41
Start	3072	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	76.225	0	41
Binding	3073	...  <-  newX[, i]		FALSE	FALSE	76.242	0	41
Binding	3074	...  <-  ...		FALSE	FALSE	76.285	0	41
Operation	3075	FUN	FUN	FALSE	FALSE	76.314	0	41
Operation	3076	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	76.342	0	41
Operation	3077	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	76.386	0	41
Finish	3078	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	76.424	0	41
Start	3079	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	76.439	0	41
Binding	3080	...  <-  newX[, i]		FALSE	FALSE	76.454	0	41
Binding	3081	...  <-  ...		FALSE	FALSE	76.495	0	41
Operation	3082	FUN	FUN	FALSE	FALSE	76.526	0	41
Operation	3083	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	76.737	0	41
Operation	3084	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	76.771	0	41
Finish	3085	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	76.805	0	41
Start	3086	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	76.82	0	41
Binding	3087	...  <-  newX[, i]		FALSE	FALSE	76.835	0	41
Binding	3088	...  <-  ...		FALSE	FALSE	76.872	0	41
Operation	3089	FUN	FUN	FALSE	FALSE	76.898	0	41
Operation	3090	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	76.926	0	41
Operation	3091	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	76.964	0	41
Finish	3092	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	77.003	0	41
Start	3093	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	77.019	0	41
Binding	3094	...  <-  newX[, i]		FALSE	FALSE	77.033	0	41
Binding	3095	...  <-  ...		FALSE	FALSE	77.078	0	41
Operation	3096	FUN	FUN	FALSE	FALSE	77.109	0	41
Operation	3097	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	77.14	0	41
Operation	3098	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	77.175	0	41
Finish	3099	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	77.213	0	41
Start	3100	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	77.227	0	41
Binding	3101	...  <-  newX[, i]		FALSE	FALSE	77.241	0	41
Binding	3102	...  <-  ...		FALSE	FALSE	77.482	0	41
Operation	3103	FUN	FUN	FALSE	FALSE	77.507	0	41
Operation	3104	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	77.533	0	41
Operation	3105	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	77.568	0	41
Finish	3106	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	77.609	0	41
Start	3107	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	77.624	0	41
Binding	3108	...  <-  newX[, i]		FALSE	FALSE	77.641	0	41
Binding	3109	...  <-  ...		FALSE	FALSE	77.681	0	41
Operation	3110	FUN	FUN	FALSE	FALSE	77.71	0	41
Operation	3111	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	77.736	0	41
Operation	3112	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	77.781	0	41
Finish	3113	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	77.824	0	41
Start	3114	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	77.838	0	41
Binding	3115	...  <-  newX[, i]		FALSE	FALSE	77.852	0	41
Binding	3116	...  <-  ...		FALSE	FALSE	77.894	0	41
Operation	3117	FUN	FUN	FALSE	FALSE	77.923	0	41
Operation	3118	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	77.952	0	41
Operation	3119	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	77.995	0	41
Finish	3120	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	78.039	0	41
Start	3121	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	78.061	0	41
Binding	3122	...  <-  newX[, i]		FALSE	FALSE	78.262	0	41
Binding	3123	...  <-  ...		FALSE	FALSE	78.299	0	41
Operation	3124	FUN	FUN	FALSE	FALSE	78.325	0	41
Operation	3125	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	78.349	0	41
Operation	3126	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	78.389	0	41
Finish	3127	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	78.425	0	41
Start	3128	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	78.442	0	41
Binding	3129	...  <-  newX[, i]		FALSE	FALSE	78.455	0	41
Binding	3130	...  <-  ...		FALSE	FALSE	78.497	0	41
Operation	3131	FUN	FUN	FALSE	FALSE	78.526	0	41
Operation	3132	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	78.554	0	41
Operation	3133	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	78.598	0	41
Finish	3134	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	78.643	0	41
Start	3135	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	78.659	0	41
Binding	3136	...  <-  newX[, i]		FALSE	FALSE	78.675	0	41
Binding	3137	...  <-  ...		FALSE	FALSE	78.718	0	41
Operation	3138	FUN	FUN	FALSE	FALSE	78.747	0	41
Operation	3139	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	78.773	0	41
Operation	3140	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	78.812	0	41
Finish	3141	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	79.041	0	41
Start	3142	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	79.056	0	41
Binding	3143	...  <-  newX[, i]		FALSE	FALSE	79.072	0	41
Binding	3144	...  <-  ...		FALSE	FALSE	79.115	0	41
Operation	3145	FUN	FUN	FALSE	FALSE	79.144	0	41
Operation	3146	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	79.172	0	41
Operation	3147	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	79.213	0	41
Finish	3148	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	79.251	0	41
Start	3149	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	79.265	0	41
Binding	3150	...  <-  newX[, i]		FALSE	FALSE	79.279	0	41
Binding	3151	...  <-  ...		FALSE	FALSE	79.318	0	41
Operation	3152	FUN	FUN	FALSE	FALSE	79.347	0	41
Operation	3153	x[2] - x[1]	x[2] - x[1]	FALSE	FALSE	79.378	0	41
Operation	3154	return (x[2] - x[1])	return (x[2] - x[1])	TRUE	FALSE	79.419	0	41
Finish	3155	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	79.461	0	41
Start	3156	FUN(newX[, i], ...)	FUN(newX[, i], ...)	FALSE	FALSE	79.477	0	41
Binding	3157	...  <-  newX[, i]		FALSE	FALSE	79.494	0	41
